cluster_id	representative	plddt_mean	length	n_members	mmseqs_rep	selected_by	members
CLS011288	Q9JJS5	69.84	961	3	Q9JJS5	plddt_then_length	Q921I6;Q9JJS5;Q9P0V3
CLS011289	Q2XVR4	74.90	1715	10	Q9JJV9	plddt_then_length	Q20JQ7;Q28644;Q2XVR3;Q2XVR4;Q62205;Q99250;Q9ER60;Q9JJV9;Q9UI33;Q9WTU3
CLS011290	Q9JK11	41.85	1163	3	Q9JK11	plddt_then_length	Q99P72;Q9JK11;Q9NQC3
CLS011291	Q9JKA7	59.73	1198	1	Q9JKA7	plddt_then_length	Q9JKA7
CLS011292	Q9JKA9	70.53	863	1	Q9JKA9	plddt_then_length	Q9JKA9
CLS011293	Q9JKB0	68.11	910	1	Q9JKB0	plddt_then_length	Q9JKB0
CLS011294	Q9JKB5	54.41	1228	1	Q9JKB5	plddt_then_length	Q9JKB5
CLS011295	Q9UMZ2	48.19	1314	2	Q9JKC9	plddt_then_length	Q9JKC9;Q9UMZ2
CLS011296	Q9JKF6	75.40	515	1	Q9JKF6	plddt_then_length	Q9JKF6
CLS011297	Q9JKV7	80.71	669	1	Q9JKV7	plddt_then_length	Q9JKV7
CLS011298	Q9JKX4	67.16	526	2	Q9JKX4	plddt_then_length	Q9JKX4;Q9NY61
CLS011299	Q9JKY5	81.62	1068	1	Q9JKY5	plddt_then_length	Q9JKY5
CLS011300	Q9JL19	36.95	2067	1	Q9JL19	plddt_then_length	Q9JL19
CLS011301	Q9JL61	54.13	658	1	Q9JL61	plddt_then_length	Q9JL61
CLS011302	Q9JLB0	83.69	553	1	Q9JLB0	plddt_then_length	Q9JLB0
CLS011303	Q9JLF6	84.09	815	1	Q9JLF6	plddt_then_length	Q9JLF6
CLS011304	Q9JLG8	70.12	1095	1	Q9JLG8	plddt_then_length	Q9JLG8
CLS011305	Q96SN8	59.09	1893	2	Q9JLH5	plddt_then_length	Q96SN8;Q9JLH5
CLS011306	Q9JLI8	78.32	962	2	Q9JLI8	plddt_then_length	Q5REG1;Q9JLI8
CLS011307	Q9JLM4	62.14	1370	1	Q9JLM4	plddt_then_length	Q9JLM4
CLS011308	Q9JLM9	75.88	538	2	Q9JLM9	plddt_then_length	Q60760;Q9JLM9
CLS011309	Q9Y5K6	62.76	639	2	Q9JLQ0	plddt_then_length	Q9JLQ0;Q9Y5K6
CLS011310	Q66H91	75.13	759	3	Q9JLQ2	plddt_then_length	Q66H91;Q9JLQ2;Q9Y2X7
CLS011311	Q9JLY0	54.01	533	1	Q9JLY0	plddt_then_length	Q9JLY0
CLS011312	Q23356	63.77	1096	2	Q9JM52	plddt_then_length	Q23356;Q9JM52
CLS011313	Q9JM61	59.34	851	2	Q9JM61	plddt_then_length	Q9JM61;Q9NS62
CLS011314	Q9JM99	52.41	1054	1	Q9JM99	plddt_then_length	Q9JM99
CLS011315	Q9JMC8	71.99	527	1	Q9JMC8	plddt_then_length	Q9JMC8
CLS011316	Q9JMD1	74.93	863	2	Q9JMD1	plddt_then_length	Q5DTW2;Q9JMD1
CLS011317	Q9JMH9	70.88	2050	1	Q9JMH9	plddt_then_length	Q9JMH9
CLS011318	Q9JMS5	85.20	1758	1	Q9JMS5	plddt_then_length	Q9JMS5
CLS011319	Q9JPB5	89.97	525	1	Q9JPB5	plddt_then_length	Q9JPB5
CLS011320	Q8X7U2	96.72	570	12	Q9JS33	plddt_then_length	Q1CLS7;Q2NVN3;Q31XM5;Q57KH8;Q5PEH8;Q65T54;Q66ED3;Q83QE0;Q8X7U2;Q8Z459;Q8ZBN7;Q9JS33
CLS011321	Q9JSS6	96.17	547	1	Q9JSS6	plddt_then_length	Q9JSS6
CLS011322	Q9JTK4	86.58	944	1	Q9JTK4	plddt_then_length	Q9JTK4
CLS011323	Q9JUD8	90.01	604	1	Q9JUD8	plddt_then_length	Q9JUD8
CLS011324	Q9HX33	93.52	873	54	Q9JW39	plddt_then_length	Q1BZ70;Q1CR59;Q1GNP7;Q1I4G7;Q1QRZ8;Q21CM7;Q2G3C3;Q2GG41;Q2LQK5;Q2RN70;Q2WBE4;Q2YLH9;Q3BRE4;Q3IZL4;Q3J7S8;Q3K6B0;Q47IN0;Q4K5H6;Q5FTV3;Q5HBM8;Q5LMY0;Q5NG64;Q5P252;Q5PB38;Q5WWZ8;Q5X5L8;Q68WV8;Q6F817;Q6FYL6;Q6LN98;Q73IT7;Q7M926;Q7MN06;Q7VIY7;Q820M7;Q83DY1;Q87C65;Q87VX3;Q88DN1;Q89WQ1;Q8EHP4;Q8P7J1;Q8PIW4;Q8RIQ3;Q8YJ44;Q92I35;Q92KW8;Q98EU7;Q9A217;Q9HX33;Q9JW39;Q9KTE6;Q9PBG8;Q9ZDB1
CLS011325	Q9JW45	84.92	518	2	Q9JW45	plddt_then_length	Q5FAJ2;Q9JW45
CLS011326	Q9JW48	86.98	545	1	Q9JW48	plddt_then_length	Q9JW48
CLS011327	Q9JX72	91.34	896	2	Q9JX72	plddt_then_length	Q81ZZ7;Q9JX72
CLS011328	Q5F5C8	89.03	592	3	Q9JXF1	plddt_then_length	Q5F5C8;Q9JWI7;Q9JXF1
CLS011329	Q9JWG3	79.71	594	2	Q9JXH2	plddt_then_length	Q9JWG3;Q9JXH2
CLS011330	Q9JWF3	92.82	633	2	Q9JXI0	plddt_then_length	Q9JWF3;Q9JXI0
CLS011331	Q9JXS9	93.06	685	4	Q9JXS9	plddt_then_length	Q5FAJ0;Q819I5;Q9JW42;Q9JXS9
CLS011332	Q9JXV7	88.86	637	2	Q9JXV7	plddt_then_length	Q5FAI2;Q9JXV7
CLS011333	Q9JZ20	67.17	596	1	Q9JZ20	plddt_then_length	Q9JZ20
CLS011334	Q9JZB4	89.71	852	1	Q9JZB4	plddt_then_length	Q9JZB4
CLS011335	Q9JZN9	88.85	758	1	Q9JZN9	plddt_then_length	Q9JZN9
CLS011336	Q9K0A2	93.40	512	1	Q9K0A2	plddt_then_length	Q9K0A2
CLS011337	Q9ZMV4	89.40	812	3	Q9K0I2	plddt_then_length	Q55905;Q9K0I2;Q9ZMV4
CLS011338	Q9K0K9	80.12	1302	1	Q9K0K9	plddt_then_length	Q9K0K9
CLS011339	Q9K187	85.84	802	1	Q9K187	plddt_then_length	Q9K187
CLS011340	Q9K1N8	83.95	522	1	Q9K1N8	plddt_then_length	Q9K1N8
CLS011341	Q5L3K8	98.37	515	6	Q9K5Z5	plddt_then_length	Q5L3K8;Q63GS0;Q6HP91;Q8ERF4;Q9K5Z5;Q9K9B2
CLS011342	Q9K618	87.62	648	1	Q9K618	plddt_then_length	Q9K618
CLS011343	Q9K6W0	92.38	532	1	Q9K6W0	plddt_then_length	Q9K6W0
CLS011344	Q9K802	84.80	561	1	Q9K802	plddt_then_length	Q9K802
CLS011345	Q9K838	89.81	1116	1	Q9K838	plddt_then_length	Q9K838
CLS011346	Q9K974	88.90	565	1	Q9K974	plddt_then_length	Q9K974
CLS011347	Q9K9C6	95.91	1014	2	Q9K9C6	plddt_then_length	Q56307;Q9K9C6
CLS011348	Q9K9R8	94.30	538	1	Q9K9R8	plddt_then_length	Q9K9R8
CLS011349	Q9KAG5	87.50	522	1	Q9KAG5	plddt_then_length	Q9KAG5
CLS011350	Q891Q1	96.11	514	2	Q9KBE6	plddt_then_length	Q891Q1;Q9KBE6
CLS011351	Q9KDJ5	93.38	509	1	Q9KDJ5	plddt_then_length	Q9KDJ5
CLS011352	Q8R8R6	95.70	519	2	Q9KDV2	plddt_then_length	Q8R8R6;Q9KDV2
CLS011353	Q9KF49	94.95	581	1	Q9KF49	plddt_then_length	Q9KF49
CLS011354	Q9KFI7	94.10	512	1	Q9KFI7	plddt_then_length	Q9KFI7
CLS011355	Q9KI13	71.44	931	1	Q9KI13	plddt_then_length	Q9KI13
CLS011356	Q9KI14	59.41	1733	1	Q9KI14	plddt_then_length	Q9KI14
CLS011357	Q9KI47	97.96	677	1	Q9KI47	plddt_then_length	Q9KI47
CLS011358	Q9KJ20	88.19	565	1	Q9KJ20	plddt_then_length	Q9KJ20
CLS011359	Q9KJX5	95.22	546	1	Q9KJX5	plddt_then_length	Q9KJX5
CLS011360	Q9KJZ3	74.53	578	2	Q9KJZ3	plddt_then_length	Q4K909;Q9KJZ3
CLS011361	Q9KKJ5	87.22	708	1	Q9KKJ5	plddt_then_length	Q9KKJ5
CLS011362	Q9KL06	90.49	524	1	Q9KL06	plddt_then_length	Q9KL06
CLS011363	Q9KL83	93.69	796	1	Q9KL83	plddt_then_length	Q9KL83
CLS011364	Q5E3V8	95.61	582	5	Q9KLX7	plddt_then_length	Q5E3V8;Q6LNJ0;Q87HX2;Q8D7D8;Q9KLX7
CLS011365	Q9KM59	87.22	620	1	Q9KM59	plddt_then_length	Q9KM59
CLS011366	Q9KM66	83.92	686	1	Q9KM66	plddt_then_length	Q9KM66
CLS011367	Q9KMU6	89.49	918	1	Q9KMU6	plddt_then_length	Q9KMU6
CLS011368	Q9KN42	87.38	1017	1	Q9KN42	plddt_then_length	Q9KN42
CLS011369	Q9KNE7	90.56	694	1	Q9KNE7	plddt_then_length	Q9KNE7
CLS011370	Q9KNT4	92.21	876	4	Q9KNT4	plddt_then_length	Q3IBX6;Q5E2E3;Q87L54;Q9KNT4
CLS011371	Q9KNU5	91.51	825	1	Q9KNU5	plddt_then_length	Q9KNU5
CLS011372	Q9KQ30	93.82	553	1	Q9KQ30	plddt_then_length	Q9KQ30
CLS011373	Q87QI7	95.60	820	2	Q9KRF0	plddt_then_length	Q87QI7;Q9KRF0
CLS011374	Q9KRQ4	88.73	862	1	Q9KRQ4	plddt_then_length	Q9KRQ4
CLS011375	Q31YL1	92.78	702	10	Q9KRZ5	plddt_then_length	Q1CA41;Q31YL1;Q32HV8;Q5E5B4;Q5PGE3;Q6LRA0;Q7VP04;Q83RX5;Q8Z7S6;Q9KRZ5
CLS011376	Q9KS43	77.36	641	1	Q9KS43	plddt_then_length	Q9KS43
CLS011377	Q9KS45	87.05	1163	1	Q9KS45	plddt_then_length	Q9KS45
CLS011378	Q9KST2	93.73	523	1	Q9KST2	plddt_then_length	Q9KST2
CLS011379	Q9KSW1	84.41	558	6	Q9KSW1	plddt_then_length	Q1CAD7;Q1CG99;Q32IC5;Q83S20;Q8ZQK4;Q9KSW1
CLS011380	Q9KTN5	87.10	530	1	Q9KTN5	plddt_then_length	Q9KTN5
CLS011381	Q2P5B0	94.51	943	27	Q9KU47	plddt_then_length	Q21HK3;Q2NVY6;Q2P5B0;Q30ZF7;Q3BW42;Q3SPJ6;Q3Z5Y4;Q4US40;Q57TL5;Q5H2E1;Q605M7;Q65RQ2;Q66ES4;Q6AK45;Q6N1M8;Q7MNM8;Q7N8X2;Q83MH2;Q87S90;Q89DF8;Q8DES7;Q8PBG6;Q8PN19;Q8XA49;Q8ZIM0;Q8ZRZ0;Q9KU47
CLS011382	Q9KUR9	85.24	783	1	Q9KUR9	plddt_then_length	Q9KUR9
CLS011383	Q9KVI9	92.08	611	2	Q9KVI9	plddt_then_length	Q87KN9;Q9KVI9
CLS011384	Q9KVQ7	81.30	513	1	Q9KVQ7	plddt_then_length	Q9KVQ7
CLS011385	Q9KW51	85.83	1310	1	Q9KW51	plddt_then_length	Q9KW51
CLS011386	Q88N31	89.88	1050	4	Q9KWV4	plddt_then_length	Q849R0;Q88N31;Q93PU4;Q9KWV4
CLS011387	Q827Q7	93.34	1102	3	Q9KXR6	plddt_then_length	Q1B9F9;Q827Q7;Q9KXR6
CLS011388	Q9KYX0	88.10	615	1	Q9KYX0	plddt_then_length	Q9KYX0
CLS011389	Q1I3Q8	98.19	557	30	Q9KZ75	plddt_then_length	Q1CDD8;Q1GSG8;Q1I3Q8;Q2RUU0;Q3BV06;Q49ZQ7;Q4ZLW7;Q579F0;Q5QV29;Q5WCP7;Q637H9;Q6G6Y9;Q6LQ57;Q6MJM2;Q7P190;Q87Q76;Q89GV4;Q8EKJ5;Q8FVB2;Q8U8Z9;Q8YD12;Q8ZA09;Q92V80;Q983H8;Q9AGU4;Q9HLI9;Q9HU83;Q9KBE5;Q9KZ75;Q9RZ02
CLS011390	Q9L1I4	90.94	942	1	Q9L1I4	plddt_then_length	Q9L1I4
CLS011391	Q9L214	94.74	511	1	Q9L214	plddt_then_length	Q9L214
CLS011392	Q9L5D6	94.92	720	1	Q9L5D6	plddt_then_length	Q9L5D6
CLS011393	Q9L646	93.39	712	1	Q9L646	plddt_then_length	Q9L646
CLS011394	Q8EKR9	96.56	716	14	Q9L6L5	plddt_then_length	Q32A21;Q4FQC6;Q57HM6;Q5E8X6;Q5QXH7;Q6DAP5;Q8DDK6;Q8EKR9;Q8FBI2;Q8X8I2;Q8Z3C6;Q9F0Y7;Q9KNI1;Q9L6L5
CLS011395	Q9L6S1	88.47	674	1	Q9L6S1	plddt_then_length	Q9L6S1
CLS011396	Q9L7L3	87.89	677	1	Q9L7L3	plddt_then_length	Q9L7L3
CLS011397	Q9L7L7	81.00	509	1	Q9L7L7	plddt_then_length	Q9L7L7
CLS011398	Q9L7Q2	79.72	1906	1	Q9L7Q2	plddt_then_length	Q9L7Q2
CLS011399	Q5SIL4	92.01	805	4	Q9L7Q5	plddt_then_length	Q55738;Q5SIL4;Q9L7Q5;Q9Z8R4
CLS011400	Q9L9F4	93.19	677	1	Q9L9F4	plddt_then_length	Q9L9F4
CLS011401	Q9L9F6	87.30	527	1	Q9L9F6	plddt_then_length	Q9L9F6
CLS011402	Q9L9G0	89.53	600	1	Q9L9G0	plddt_then_length	Q9L9G0
CLS011403	Q9LAP7	84.26	1429	1	Q9LAP7	plddt_then_length	Q9LAP7
CLS011404	Q9LCC0	98.19	762	1	Q9LCC0	plddt_then_length	Q9LCC0
CLS011405	Q9LCV9	93.90	573	1	Q9LCV9	plddt_then_length	Q9LCV9
CLS011406	Q9LD43	77.11	769	2	Q9LD43	plddt_then_length	Q41008;Q9LD43
CLS011407	Q9LD83	68.63	556	1	Q9LD83	plddt_then_length	Q9LD83
CLS011408	Q9LDD4	58.29	573	1	Q9LDD4	plddt_then_length	Q9LDD4
CLS011409	Q83MH5	92.14	638	149	Q9LDZ0	plddt_then_length	Q182E8;Q1AXX6;Q1C0J9;Q1CMV7;Q1CV46;Q1G9R2;Q1GKS3;Q1H3B8;Q1IF59;Q1IT15;Q1IWL4;Q1J578;Q1JA83;Q1LST3;Q1MN11;Q1MPW1;Q1QRU1;Q1RGI8;Q1RHH0;Q1WUE8;Q1XDH2;Q21H36;Q28VY3;Q2A328;Q2FXZ2;Q2G6N0;Q2J320;Q2KDW6;Q2KWA2;Q2P459;Q2RKX4;Q2RNE6;Q2S307;Q30Q10;Q326K7;Q39JC8;Q39PT7;Q3A8C2;Q3AF08;Q3B577;Q3BVB8;Q3IYM7;Q3J7D8;Q3K3T2;Q3KIA0;Q3KLV7;Q3SW76;Q3YRR6;Q3Z601;Q3ZCH0;Q46I76;Q46XI7;Q47XI6;Q486F9;Q48RR3;Q493S7;Q49Y22;Q4AAR4;Q4FNP9;Q4UJK7;Q4UT11;Q4ZNP7;Q52701;Q56073;Q57AD7;Q57TP3;Q5E3A7;Q5E4T4;Q5FSL5;Q5HV33;Q5N1J4;Q5NFG7;Q5NPS6;Q5PAB8;Q5PDJ5;Q5QXL1;Q5R511;Q5YNI0;Q5ZM98;Q5ZTY3;Q64X01;Q661A3;Q66ET0;Q68XI2;Q6AC76;Q6D0B7;Q6F149;Q6G1F9;Q6HDK7;Q6KIH7;Q6LS31;Q6LUA7;Q6MNF8;Q6MT06;Q6YPM1;Q71ZJ7;Q73GL7;Q73Q16;Q74H59;Q74IT6;Q7N8Y4;Q7NAU6;Q7NXI3;Q7U6R7;Q7UZG3;Q7V9G2;Q7VIE3;Q7WGI4;Q81LS2;Q835R7;Q83MH5;Q84BU4;Q87BS8;Q87WP0;Q88DU2;Q88VM0;Q8CWT3;Q8DH10;Q8DI58;Q8EHT7;Q8FXX2;Q8GH79;Q8KEP3;Q8KML6;Q8RB68;Q8TQR2;Q8XW40;Q8YE76;Q8Z9R1;Q93GF1;Q93R27;Q98DD1;Q98QY7;Q9HV43;Q9JVQ9;Q9KWS7;Q9L7Z1;Q9LCQ5;Q9LDZ0;Q9LTX9;Q9PB05;Q9RY23;Q9TLT1;Q9WWG9;Q9WYK6;Q9ZDX9;Q9ZEJ0;Q9ZEJ6;Q9ZMW4
CLS011410	Q9LE20	89.25	510	2	Q9LE20	plddt_then_length	Q9LE20;Q9SLV0
CLS011411	Q9LEA3	86.82	523	1	Q9LEA3	plddt_then_length	Q9LEA3
CLS011412	Q9LEM9	85.11	520	2	Q9LEM9	plddt_then_length	Q9LEM9;Q9ZNW2
CLS011413	Q9LEQ7	75.76	598	2	Q9LEQ7	plddt_then_length	Q3EAF8;Q9LEQ7
CLS011414	Q9LEU8	89.48	517	1	Q9LEU8	plddt_then_length	Q9LEU8
CLS011415	Q9LEV0	73.44	600	1	Q9LEV0	plddt_then_length	Q9LEV0
CLS011416	Q9LEW0	74.92	557	1	Q9LEW0	plddt_then_length	Q9LEW0
CLS011417	Q9LEX8	69.56	798	1	Q9LEX8	plddt_then_length	Q9LEX8
CLS011418	Q9LEZ3	54.54	529	1	Q9LEZ3	plddt_then_length	Q9LEZ3
CLS011419	Q9LF24	49.80	927	1	Q9LF24	plddt_then_length	Q9LF24
CLS011420	Q9LF46	95.42	572	1	Q9LF46	plddt_then_length	Q9LF46
CLS011421	Q37145	82.46	1020	8	Q9LF79	plddt_then_length	Q2QMX9;Q2RAS0;Q37145;Q65X71;Q6ATV4;Q9LF79;Q9LIK7;Q9SZR1
CLS011422	Q9SJQ5	73.51	536	3	Q9LF97	plddt_then_length	Q9FMV3;Q9LF97;Q9SJQ5
CLS011423	Q9LFB8	86.54	570	2	Q9LFB8	plddt_then_length	Q9LFB8;Q9M331
CLS011424	Q9LFC5	86.93	729	1	Q9LFC5	plddt_then_length	Q9LFC5
CLS011425	Q9LFE0	65.56	820	1	Q9LFE0	plddt_then_length	Q9LFE0
CLS011426	Q9LFE4	71.11	853	1	Q9LFE4	plddt_then_length	Q9LFE4
CLS011427	Q7PC82	83.62	1392	6	Q9LFH0	plddt_then_length	Q5W274;Q7PC81;Q7PC82;Q7PC83;Q8GZ52;Q9LFH0
CLS011428	Q9LFI1	87.69	768	1	Q9LFI1	plddt_then_length	Q9LFI1
CLS011429	Q9LFM6	78.74	602	1	Q9LFM6	plddt_then_length	Q9LFM6
CLS011430	Q9LFN5	81.70	918	2	Q9LFN5	plddt_then_length	Q9LFN5;Q9LFN8
CLS011431	Q9LFQ4	76.88	572	1	Q9LFQ4	plddt_then_length	Q9LFQ4
CLS011432	Q9LFR0	88.17	1173	1	Q9LFR0	plddt_then_length	Q9LFR0
CLS011433	Q9LFS2	74.35	641	1	Q9LFS2	plddt_then_length	Q9LFS2
CLS011434	Q9LFS4	78.35	638	2	Q9LFS4	plddt_then_length	Q9FP13;Q9LFS4
CLS011435	Q9LFS8	81.83	1053	1	Q9LFS8	plddt_then_length	Q9LFS8
CLS011436	Q9LFX9	84.84	576	1	Q9LFX9	plddt_then_length	Q9LFX9
CLS011437	Q9LFY0	58.49	532	1	Q9LFY0	plddt_then_length	Q9LFY0
CLS011438	Q9LG26	80.14	689	1	Q9LG26	plddt_then_length	Q9LG26
CLS011439	Q9LH82	80.11	510	2	Q9LH82	plddt_then_length	Q9LH82;Q9LH84
CLS011440	Q4U0F3	88.76	641	9	Q9LHA8	plddt_then_length	Q24789;Q27031;Q4U0F3;Q5NVM9;Q5R7D3;Q71U34;Q90473;Q91291;Q9LHA8
CLS011441	Q8VZ79	84.00	647	2	Q9LHB1	plddt_then_length	Q8VZ79;Q9LHB1
CLS011442	Q9LHI7	63.53	571	1	Q9LHI7	plddt_then_length	Q9LHI7
CLS011443	Q9LHN5	88.70	678	1	Q9LHN5	plddt_then_length	Q9LHN5
CLS011444	Q9LHP4	82.88	1141	1	Q9LHP4	plddt_then_length	Q9LHP4
CLS011445	Q9LI74	68.40	1004	1	Q9LI74	plddt_then_length	Q9LI74
CLS011446	Q9LIB3	64.65	551	1	Q9LIB3	plddt_then_length	Q9LIB3
CLS011447	Q9VSS1	86.69	611	2	Q9LID6	plddt_then_length	Q9LID6;Q9VSS1
CLS011448	Q9LIE4	58.51	706	1	Q9LIE4	plddt_then_length	Q9LIE4
CLS011449	Q9LIE5	68.59	839	1	Q9LIE5	plddt_then_length	Q9LIE5
CLS011450	Q9LIE7	86.44	820	1	Q9LIE7	plddt_then_length	Q9LIE7
CLS011451	Q9ZQR3	85.45	868	4	Q9LIG2	plddt_then_length	Q9LIG2;Q9SI06;Q9ZQQ7;Q9ZQR3
CLS011452	Q9LIH5	49.25	676	1	Q9LIH5	plddt_then_length	Q9LIH5
CLS011453	Q9LII8	74.81	663	1	Q9LII8	plddt_then_length	Q9LII8
CLS011454	Q9LIQ9	60.77	714	1	Q9LIQ9	plddt_then_length	Q9LIQ9
CLS011455	Q9LJE5	54.56	667	1	Q9LJE5	plddt_then_length	Q9LJE5
CLS011456	Q9LJL3	90.07	1080	2	Q9LJL3	plddt_then_length	Q8VY06;Q9LJL3
CLS011457	Q9LJM4	84.98	991	1	Q9LJM4	plddt_then_length	Q9LJM4
CLS011458	Q9LJR6	88.69	601	1	Q9LJR6	plddt_then_length	Q9LJR6
CLS011459	Q9LJS2	88.01	881	2	Q9LJS2	plddt_then_length	Q9LJS2;Q9LRW9
CLS011460	Q9LJW7	87.49	711	1	Q9LJW7	plddt_then_length	Q9LJW7
CLS011461	Q9FLJ8	81.41	842	3	Q9LK35	plddt_then_length	Q3E8W4;Q9FLJ8;Q9LK35
CLS011462	Q9LK39	86.16	722	2	Q9LK39	plddt_then_length	Q8W471;Q9LK39
CLS011463	Q9C8X2	88.56	512	4	Q9LKH3	plddt_then_length	Q39232;Q69JW3;Q9C8X2;Q9LKH3
CLS011464	Q3S4T7	90.06	654	8	Q9LKR3	plddt_then_length	Q24895;Q3S4T7;Q54BE0;Q6L590;Q6Z7B0;Q8T869;Q9FSY7;Q9LKR3
CLS011465	Q9SR37	93.47	524	5	Q9LKR7	plddt_then_length	Q9LIF9;Q9LKR7;Q9M1D1;Q9SE50;Q9SR37
CLS011466	Q9LKW9	70.51	1146	1	Q9LKW9	plddt_then_length	Q9LKW9
CLS011467	Q9LM20	72.14	515	1	Q9LM20	plddt_then_length	Q9LM20
CLS011468	Q9SFX2	88.70	811	2	Q9LM76	plddt_then_length	Q9LM76;Q9SFX2
CLS011469	Q9LME6	56.48	524	1	Q9LME6	plddt_then_length	Q9LME6
CLS011470	Q9LMI0	86.98	851	3	Q9LMI0	plddt_then_length	Q9LMI0;Q9LRA7;Q9ZV48
CLS011471	Q9LMJ1	81.19	829	1	Q9LMJ1	plddt_then_length	Q9LMJ1
CLS011472	Q9FGH9	84.97	624	2	Q9LMJ4	plddt_then_length	Q9FGH9;Q9LMJ4
CLS011473	Q9LMP1	82.54	732	3	Q9LMP1	plddt_then_length	Q9LMN6;Q9LMN7;Q9LMP1
CLS011474	A2XLM6	73.59	586	3	Q9LMU1	plddt_then_length	A2XLM6;Q851F9;Q9LMU1
CLS011475	Q9LMY5	80.43	826	1	Q9LMY5	plddt_then_length	Q9LMY5
CLS011476	Q9LN50	75.71	724	1	Q9LN50	plddt_then_length	Q9LN50
CLS011477	Q9LMT9	76.78	764	3	Q9LN59	plddt_then_length	Q9LMT9;Q9LN59;Q9M092
CLS011478	Q9LNC4	57.61	766	1	Q9LNC4	plddt_then_length	Q9LNC4
CLS011479	Q9LNG5	68.65	1340	1	Q9LNG5	plddt_then_length	Q9LNG5
CLS011480	Q9LNJ9	89.85	1055	1	Q9LNJ9	plddt_then_length	Q9LNJ9
CLS011481	Q9LNU6	89.39	760	1	Q9LNU6	plddt_then_length	Q9LNU6
CLS011482	Q9LP46	47.29	1020	1	Q9LP46	plddt_then_length	Q9LP46
CLS011483	Q9M8T0	80.56	627	3	Q9LP77	plddt_then_length	Q9LP77;Q9LVI6;Q9M8T0
CLS011484	Q9FZC6	94.37	527	7	Q9LPC3	plddt_then_length	Q9FZC4;Q9FZC5;Q9FZC6;Q9FZC7;Q9LPC3;Q9SA89;Q9SVG7
CLS011485	Q9LPD9	74.40	936	2	Q9LPD9	plddt_then_length	Q2R482;Q9LPD9
CLS011486	Q9LPG6	89.04	667	1	Q9LPG6	plddt_then_length	Q9LPG6
CLS011487	Q9LPT1	77.63	686	1	Q9LPT1	plddt_then_length	Q9LPT1
CLS011488	Q9LPX2	86.29	644	1	Q9LPX2	plddt_then_length	Q9LPX2
CLS011489	Q9LPZ3	83.09	845	1	Q9LPZ3	plddt_then_length	Q9LPZ3
CLS011490	Q9LQ02	76.68	1453	1	Q9LQ02	plddt_then_length	Q9LQ02
CLS011491	Q9LQ27	87.92	603	1	Q9LQ27	plddt_then_length	Q9LQ27
CLS011492	Q9LQ31	86.16	745	1	Q9LQ31	plddt_then_length	Q9LQ31
CLS011493	Q8W474	81.50	907	2	Q9LQ54	plddt_then_length	Q8W474;Q9LQ54
CLS011494	Q8GXN2	84.27	589	3	Q9LQL2	plddt_then_length	Q3E9B5;Q8GXN2;Q9LQL2
CLS011495	Q9ZV25	68.07	654	3	Q9LQN6	plddt_then_length	Q9LQN6;Q9SR24;Q9ZV25
CLS011496	Q9LR67	82.22	660	1	Q9LR67	plddt_then_length	Q9LR67
CLS011497	Q9LR69	89.27	609	1	Q9LR69	plddt_then_length	Q9LR69
CLS011498	Q9LRI8	85.68	562	1	Q9LRI8	plddt_then_length	Q9LRI8
CLS011499	Q9LRM7	88.34	577	1	Q9LRM7	plddt_then_length	Q9LRM7
CLS011500	Q9LRR4	82.94	1054	1	Q9LRR4	plddt_then_length	Q9LRR4
CLS011501	Q9LRV2	87.92	700	1	Q9LRV2	plddt_then_length	Q9LRV2
CLS011502	Q9LRV9	86.17	748	1	Q9LRV9	plddt_then_length	Q9LRV9
CLS011503	Q9LRW3	76.30	510	1	Q9LRW3	plddt_then_length	Q9LRW3
CLS011504	Q9LRZ3	82.90	641	1	Q9LRZ3	plddt_then_length	Q9LRZ3
CLS011505	Q9LS22	75.73	543	2	Q9LS23	plddt_then_length	Q9LS22;Q9LS23
CLS011506	Q9LS72	89.61	600	1	Q9LS72	plddt_then_length	Q9LS72
CLS011507	Q9LS88	79.69	842	1	Q9LS88	plddt_then_length	Q9LS88
CLS011508	Q9LV48	70.07	652	4	Q9LS95	plddt_then_length	Q9LK03;Q9LS95;Q9LV48;Q9ZNQ8
CLS011509	Q9LSB1	82.12	659	1	Q9LSB1	plddt_then_length	Q9LSB1
CLS011510	Q9LSB9	67.56	755	1	Q9LSB9	plddt_then_length	Q9LSB9
CLS011511	Q9LSF0	88.05	515	2	Q9LSF0	plddt_then_length	Q9LSE8;Q9LSF0
CLS011512	Q9LSJ5	84.00	1225	4	Q9LSJ2	plddt_then_length	Q9LHK4;Q9LSJ2;Q9LSJ5;Q9LSJ8
CLS011513	Q9LSK8	82.93	688	1	Q9LSK8	plddt_then_length	Q9LSK8
CLS011514	Q9LSM5	76.19	643	1	Q9LSM5	plddt_then_length	Q9LSM5
CLS011515	Q9LSS0	84.64	668	7	Q9LSR8	plddt_then_length	Q3E884;Q7FK82;Q9FJI4;Q9LSR8;Q9LSS0;Q9M3D8;Q9M3E5
CLS011516	Q9LSS5	77.58	564	1	Q9LSS5	plddt_then_length	Q9LSS5
CLS011517	Q9LSW2	79.12	596	1	Q9LSW2	plddt_then_length	Q9LSW2
CLS011518	Q9LT02	80.26	1179	1	Q9LT02	plddt_then_length	Q9LT02
CLS011519	Q9LT25	68.12	835	1	Q9LT25	plddt_then_length	Q9LT25
CLS011520	Q9LT48	88.20	565	1	Q9LT48	plddt_then_length	Q9LT48
